1.000000000000000000e+00,2.301727732881387055e+03,3.953725248976170860e+03
1.043959971408148668e+00,1.193642636568655917e+03,4.641208598821098349e+03
1.087919942816297336e+00,2.335451812310588593e+03,2.144530219633215438e+03
1.131879914224446004e+00,1.289867330426342960e+03,4.625767598162096874e+03
1.175839885632594672e+00,1.787733930624664254e+03,2.396522390166066089e+03
1.219799857040743341e+00,1.752138330183477592e+03,5.425213360228699457e+03
1.263759828448892009e+00,9.676363725388068815e+02,2.955511464607224298e+03
1.307719799857040677e+00,9.030633935926902041e+02,3.288351724655631187e+03
1.351679771265189345e+00,3.263430722514719037e+03,2.130190903174130199e+03
1.395639742673338013e+00,1.097478314264216579e+03,3.115301875899713195e+03
1.439599714081486681e+00,1.553139661236941720e+03,5.798301153879735466e+03
1.483559685489635349e+00,3.471917635104867259e+03,1.860669351806537861e+03
1.527519656897784017e+00,6.382557797311098966e+02,3.429463476194230680e+03
1.571479628305932685e+00,1.368824114550266813e+03,3.953021771297878331e+03
1.615439599714081353e+00,9.621135059767826760e+02,2.883080792443155133e+03
1.659399571122230022e+00,6.750342057920787511e+02,3.506564735914392259e+03
1.703359542530378690e+00,9.578538265595959729e+02,4.108703076742963276e+03
1.747319513938527358e+00,1.522493943085060664e+03,5.300447406838780807e+03
1.791279485346676026e+00,5.868128248658935036e+02,5.183472109826404449e+03
1.835239456754824694e+00,9.921589558828053441e+02,2.279648099913716123e+03
1.879199428162973362e+00,5.333119813204980346e+02,3.230803375588648578e+03
1.923159399571122030e+00,8.581480004658072858e+02,3.750872900662601296e+03
1.967119370979270698e+00,1.609172569710303151e+03,3.719925447217155124e+03
2.011079342387419366e+00,6.714686728531157769e+02,3.482031889853932626e+03
2.055039313795568034e+00,6.018614724864290793e+02,1.660791441881625815e+03
2.098999285203716703e+00,1.876346811093604401e+03,2.856305896432003010e+03
2.142959256611865371e+00,8.504577110280870329e+02,3.190065625887911210e+03
2.186919228020014039e+00,8.364751421057463858e+02,3.241862057711362013e+03
2.230879199428162707e+00,1.474875035743664967e+03,4.793109225792325560e+03
2.274839170836311375e+00,1.638978959074664999e+03,5.878431429358056448e+03
2.318799142244460043e+00,4.892382220453034165e+02,4.344164930434360940e+03
2.362759113652608711e+00,7.686897219224314313e+02,1.018230039427398765e+03
2.406719085060757379e+00,1.518901104948077318e+03,3.400878540769163465e+03
2.450679056468906047e+00,7.230410924256748331e+02,3.404077972979873721e+03
2.494639027877054716e+00,4.718463602495106102e+02,3.349690015789195513e+03
2.538598999285203384e+00,7.636560130218911127e+02,2.536363348612160280e+03
2.582558970693352052e+00,1.276234482489603579e+03,4.314765211176705634e+03
2.626518942101500720e+00,1.922240929172381357e+03,5.012266174966434846e+03
2.670478913509649388e+00,2.252513504890833246e+03,5.079987493384643130e+03
2.714438884917798056e+00,4.996343814559437533e+02,5.031082872690974909e+03
2.758398856325946724e+00,8.559969221189096515e+02,1.529706866783515352e+03
2.802358827734095392e+00,1.459128392437320372e+03,2.227162637658327185e+03
2.846318799142244060e+00,1.248169886285109897e+03,3.624272582344329294e+03
2.890278770550392728e+00,1.134272062588231620e+03,3.507736417751159479e+03
2.934238741958541397e+00,9.270875274082877695e+02,3.718823388674768012e+03
2.978198713366690065e+00,9.603008439081366987e+02,3.466889722673755386e+03
3.022158684774839177e+00,1.130690469743756012e+03,3.929376240087181941e+03
3.066118656182987845e+00,1.177163971015469770e+03,3.984655266043395841e+03
3.110078627591136513e+00,1.636629002996327927e+03,4.906007515810196310e+03
3.154038598999285181e+00,1.941129767192560848e+03,4.897568032850583222e+03
3.197998570407433849e+00,2.170662659514029656e+03,3.753771558901708886e+03
3.241958541815582517e+00,9.026241366525094918e+02,4.631225067947184471e+03
3.285918513223731185e+00,5.217291058679053322e+02,3.470964455326723055e+03
3.329878484631879854e+00,1.040258239424845669e+03,2.230045369303782536e+03
3.373838456040028522e+00,1.454827412561150368e+03,1.494377100925043806e+03
3.417798427448177190e+00,1.670312226490324292e+03,3.583738274976657522e+03
3.461758398856325858e+00,1.803790645672426990e+03,2.504599486281314512e+03
3.505718370264474526e+00,1.447159401844836339e+03,2.537351101319681220e+03
3.549678341672623194e+00,1.421547300176022418e+03,3.057496545189820608e+03
3.593638313080771862e+00,9.548063858288043093e+02,2.125409977608113422e+03
3.637598284488920530e+00,4.410104752609325942e+02,3.034449564679084233e+03
3.681558255897069198e+00,1.059661757063044206e+03,3.039804339716712548e+03
3.725518227305217867e+00,1.124375262142354131e+03,3.225002264819799620e+03
3.769478198713366535e+00,1.014088264056541334e+03,3.457563487694906144e+03
3.813438170121515203e+00,9.408588170722106270e+02,2.693544283922555678e+03
3.857398141529663871e+00,1.507284203076429094e+03,3.486203261010679398e+03
3.901358112937812539e+00,1.387224854107302917e+03,3.121341733180482606e+03
3.945318084345961207e+00,1.450191154389183112e+03,4.727737675727523310e+03
3.989278055754109875e+00,2.133716610269756529e+03,4.373191777118541722e+03
4.033238027162258987e+00,2.211224216943590818e+03,4.666268422004311105e+03
4.077197998570406767e+00,6.355709191495925552e+02,5.125810112545545962e+03
4.121157969978556324e+00,4.193842659676325866e+02,4.600892990210383687e+03
4.165117941386704103e+00,7.825268613534788074e+02,4.124641879469330888e+03
4.209077912794853660e+00,7.700869472893874672e+02,2.283857035904159147e+03
4.253037884203001440e+00,1.468166632280561544e+03,1.030455918681835556e+03
4.296997855611150996e+00,1.523112263636746775e+03,1.838592355065170068e+03
4.340957827019298776e+00,1.711031635481147305e+03,3.585645752681974955e+03
4.384917798427448332e+00,1.847912280583422671e+03,3.712193064259869516e+03
4.428877769835596112e+00,1.426033142482122457e+03,2.863073019995407776e+03
4.472837741243745668e+00,1.863981452867384860e+03,3.316636533826079358e+03
4.516797712651893448e+00,1.692643851801909250e+03,3.697961741194836122e+03
4.560757684060043005e+00,1.310326102791484345e+03,3.490713356430061140e+03
4.604717655468190785e+00,1.409142639503987084e+03,3.169172819524825627e+03
4.648677626876340341e+00,1.013189153190675142e+03,2.511897499563503970e+03
4.692637598284488121e+00,4.919476807962427642e+02,2.983742541299147433e+03
4.736597569692637677e+00,1.270940566380193786e+03,3.319144946347236782e+03
4.780557541100785457e+00,1.123646707277448968e+03,3.496054082921907593e+03
4.824517512508935013e+00,9.924817980157895363e+02,3.560048205259477072e+03
4.868477483917082793e+00,1.086293391161845875e+03,2.349589434849715872e+03
4.912437455325232349e+00,8.557928390147203572e+02,3.343559017896673140e+03
4.956397426733380129e+00,1.311988986035798234e+03,3.175700647759589174e+03
5.000357398141529686e+00,1.141043053000541704e+03,3.569197350612321316e+03
5.044317369549678354e+00,1.389475597234053339e+03,3.287687130775269452e+03
5.088277340957827022e+00,1.406914486438182166e+03,3.778993947048585596e+03
5.132237312365975690e+00,1.345996222572683564e+03,3.220787749898347101e+03
5.176197283774124358e+00,1.756443215540574784e+03,4.425636698554987561e+03
5.220157255182273026e+00,1.826374575966769498e+03,3.903086547727139987e+03
5.264117226590421694e+00,1.937455539059789089e+03,5.002713685101580268e+03
5.308077197998570362e+00,1.952043477410087689e+03,5.215493731427088278e+03
5.352037169406719030e+00,1.608736411320316620e+03,5.339435850472629681e+03
5.395997140814867699e+00,2.159882903655720384e+03,5.553051023255338805e+03
5.439957112223016367e+00,2.009712491365420647e+03,5.721548003632905420e+03
5.483917083631165035e+00,1.708780171160920190e+03,5.734448898462379475e+03
5.527877055039313703e+00,3.112934274888590380e+02,5.681528660882579061e+03
5.571837026447462371e+00,3.957205376094083817e+02,5.601416292922421235e+03
5.615796997855611039e+00,7.533612643985042041e+02,4.646221234424182512e+03
5.659756969263759707e+00,8.988351687637796203e+02,4.030937987881894514e+03
5.703716940671908375e+00,8.712860758420905540e+02,2.581682848056710554e+03
5.747676912080057043e+00,1.243643406326633567e+03,1.577785748830335251e+03
5.791636883488205712e+00,1.431545912115381498e+03,9.062535204281541610e+02
5.835596854896354380e+00,1.337460126351332065e+03,1.765609025351387572e+03
5.879556826304503048e+00,1.842505808628696286e+03,2.775323640192972562e+03
5.923516797712651716e+00,1.312292361360241102e+03,3.661462115758057280e+03
5.967476769120800384e+00,1.359042689439462265e+03,3.103344246775801366e+03
6.011436740528949052e+00,1.838727140112586767e+03,4.074962770765193454e+03
6.055396711937097720e+00,1.970875709001576070e+03,3.695417705834811386e+03
6.099356683345246388e+00,2.149501219232564836e+03,3.067197101576236037e+03
6.143316654753395056e+00,2.123335469905206537e+03,2.443017706673841076e+03
6.187276626161543724e+00,2.114868710594523691e+03,2.521583835266062579e+03
6.231236597569692393e+00,1.475241065641831938e+03,2.833417473151403101e+03
6.275196568977841061e+00,2.048139527621167417e+03,3.021972984496649588e+03
6.319156540385989729e+00,1.838386125789684002e+03,2.851705021416294130e+03
6.363116511794138397e+00,1.715117121590051511e+03,2.064053243230392582e+03
6.407076483202287065e+00,1.767344064688653816e+03,2.524108762469190424e+03
6.451036454610435733e+00,1.283825275071818851e+03,2.349687350991157473e+03
6.494996426018584401e+00,1.458999480312382730e+03,2.390052940967957056e+03
6.538956397426733069e+00,1.243126535399708700e+03,1.783033623339076712e+03
6.582916368834881737e+00,8.509151564607791443e+02,2.335091995921392027e+03
6.626876340243030405e+00,7.409772880195082507e+02,2.435891109792862608e+03
6.670836311651179074e+00,2.608631274301439475e+02,2.410902301729951887e+03
6.714796283059327742e+00,2.920470563697605257e+02,2.416236937847186255e+03
6.758756254467476410e+00,1.169237977079166967e+03,2.366253879613089794e+03
6.802716225875625078e+00,1.280961900130265121e+03,1.973005362242510046e+03
6.846676197283773746e+00,1.156650719174025653e+03,2.072678630912054359e+03
6.890636168691922414e+00,1.006485641944602776e+03,2.415007024461716355e+03
